,Emotion,Text
5212,joy,Aristophanes shook handsome head friend s amusement 
5213,sad,saturday home means missed chick fil day 4th time row
5214,sad,looked sad 
5215,anger,people morning twitter like talk twitter
5216,joy,mom said ant work called newborn girl LUBNA *wohoo*
5217,anger,impression arouse anger see angry respects ~Richard M Nixon
5218,joy,tried college got 2hour driving lesson look forward 12 #justgetitdone
5219,joy,Oatmeal creme pies smile  
5220,joy,Ready chaos called sick holidays
5221,joy,feet taking hand  smiling  telling delighted meet 
5223,sad,  Oh yeah played condemned crack head Damn like crack
5224,fear,quot  afraid tomorrow seen yesterday love today #lessquot
5225,joy,day consist consequences conclusionslaziness bring consequences Planning Diligence conclude day w
5226,sad,        ohh okay booth pizza thingy man ☹
5227,joy,Listening   decorating Christmas tree
5228,sad,realized love horror movies lot them
5229,joy,Rainy days like wanna curl bed sleep forever class work instead
5230,fear,friend anxious welfare 
5231,fear,know pop bottles bottle emotions open
5232,anger,TELL BLOODY ENGLISH HOMEWORK MEANS
5233,joy,() happens allow recognize good things are Feeling joyful
5234,joy,read dedicate tomorrow studying final thurs #Sittinginclassispointless
5235,joy,Looking websites clothes eventually fit
5236,fear,afraid tomorrow seen yesterday love today #lessquot
5237,anger,Leonora lay rigid arms  resentful carried like bundle laundry 
5238,sad,bachelorette party came Local cheesehead veil attached
5239,sad,Played Skyrim time patch horrible framerate suspect caused dual core quotoptimisationsquot
5240,joy,People things know Sobe nice b/c dayStop rude spread amp #befortunate
5241,sad,  haha found wreck journal past weekend going ask xD time
5242,joy,rough day  Trying find
5243,joy,Studying amp sistaniece amp moms rolls 2 library like serious smhOh dat bring tryna stuff lol
5244,joy,Lovely   changed support links topic old map new forum 
5245,joy,Weeping endure night comes morning Good Morning Folk #LovePeaceJoy
5246,fear,widespread disquiet media 
5247,anger,late sorry nowOh  going 
5248,joy, delighted help museum extend collection   said Mr Watson 
5249,anger,Finding deceived friend
5250,joy,  HAHAHA gt:Dlt Ang kyOot mo kaya ay GirL Friend pala hahahaha gt:D \mmm/
5251,anger, ’ convenient  understood things like  GMT  know time zone change clock 
5252,sad,nights want cuddle realize single
5253,fear,garden evening saw snake coming me
5254,joy,good lord need lose weight prechristmas diet
5255,fear,Getting ur history ur computer read aloud suck
5256,anger,home sick today decide test fire alarms apartment
5257,joy,came home Christmas music =O
5258,joy,iLike People Feel Special ampamp Dont Necessarilly Significant (:
5259,fear,lost wallet travelling belonged group afraid
5260,anger,tram ticket seller commanding taking role leader trying emphasize nonexistent authority undue strictness goodhumoured drunk find ticket once
5261,sad,      bad news guys:( cant annymore pic sis airport:( sorry:(
5263,joy,hockey match tomorrow RT   
5264,joy,okay 2 papers down ton things left
5265,sad,    forget word   remove livesok:)lt33 happy sad
5266,joy,great day connection         plus vm love  
5267,joy,Time zeds think  early tomorrow head Stockport day
5268,joy,end  poems read expressions sheer delight friendship 
5269,fear,Mr McWhinney ( 55 )  Drumhark Road  Comber  died instantly singleengined Pulsar plunged ground horrified spectators 
5270,fear,saying muslim hell fire
5271,joy,boyfriend up
5272,sad,wanted lay bed bit guess im pay thing befofe rest
5273,joy,  yeah work clapham junction station
5274,joy,reason bc speech amp test
5275,joy,Ummmm gotta cut shit head tomorrow
5276,anger,mothers angry discover everyday foods apples cause buildup unwanted chemicals children s bodies 
5277,sad,Years ago Christmas Eve felt sad realized time missed father died Christmas Years ago
5278,anger,things  thing happened supposed romantic dinner year anniversary  stood 
5279,fear,Et là mon coeur sest arrêté de battre Jai cru que nous étions le 17
5280,anger,Im gonna need surgery time skool bus seats bad bum
5282,joy,Going glued computer like 10 hrs cuz group shit 
5283,anger,appointment certain time person appear
5284,joy,’ right  Thank 
5285,sad,best friends commited siucide holidays
5286,fear,years ago evening people came home told father badly injured accident
5287,joy,weekend wake early everyday
5288,anger,’ know movie starts seven  going meet theater seven  ’ sense meet apartment 
5289,anger,messing room share
5290,joy,Job hunting Kelly
5291,sad,weekend homework years likely gonna
5292,sad, Madam  think 
5293,fear,experienced fear prepared final year degree exams
5294,joy,days Im thankful great folks Ive met shared conversations with amp collaborated year #fb
5295,sad,hand caresses surging wind  deeper drowned sorrow 
5296,joy,Lol arieas Christmas tree bed truck
5297,joy,Waking early study 11am final saturday
5298,joy,Fyi Ill ignoring phone hours Readings homework psych studying calling name
5299,joy,sprained thumb week amp sprained tonight
5300,fear,Twitter run fast   right now
5301,sad,best friend left getting ready tonight #gonnabeagreatnight
5302,joy,Gonna spend afternoon library
5303,joy,God live serve you live serve Him
5304,joy,cant stop smiling thankful life people brought path
5305,anger,terrible week  want crawl hole come out #hateeverything
5306,fear,fight home father threatened throw chair brother
5307,joy,party went Christmas
5308,joy,vacation today amp tomorrow:) half way Christmas shopping:)
5309,anger,parking  cant park street  
5310,sad,girl answer question concerning love her forward her
5311,joy,Hells home mothers house
5312,sad,Grr horribly grey day 
5313,joy,younger dons ecstatic election 
5314,joy,  Hi thanks Coconut Giftset comp arrived minutes ago amp Im giving bestie week :)
5315,fear,  haha love trash talk gotta admit better Juan lmao blockbuster trade sleeve )
5317,anger,face 
5318,fear,Joe Rogan Factor
5320,joy,love tests doesnt bother confirm all
5321,sad,Track season started Im working team year
5322,sad,quotDejá pasar la señoraquot es de las frases más crueles que te pueden decir por la calle unos chiquillos jugando la pelota
5323,anger,Saw unfair report
5324,sad,  lol thats weird thinking decided tweetlt3 awwh know girl wanna meet boys lt3):
5325,joy,todays worst kinda daydouble chem long english
5327,anger, livid 
5328,fear,girl pretty face evil smile
5329,fear,~all often people mistake aggression bravest souls occupy weakest bodies~ ~
5330,sad,BEST Thanksgiving while cousininlaws gram died greatly missed Gram
5331,joy,  yay Mr stoner twitter Happy happy #joy
5332,joy,listening Jazzmans workers sing Christmas music #christmastime
5333,joy,Babysitting: children playing quotspit fightquot
5334,joy,Day Need Charger Bring
5335,joy,Working ~23hrs weekend finals start monday
5336,anger,wish turn green rage out
5337,anger,’ running ground  ’ ask time  long weekend away 
5338,joy,set  tree set up Soft lights us #love #peace #family #traditions
5339,joy,pumpkin pie breakfast turkey amp mashed potatoes amp green bean casserole lunch Planning leftovers dinner
5340,fear,car skidded wet street
5341,joy,Im flattering youYou  energy day 
5342,sad,sad national day fun food nice weather walk Archi building work
5343,joy,got nice heavy bag today
5344,joy,Autumn nice Washington 
5345,joy, help   asked  trying let amusement blue eyes 
5346,fear,Tina children moved School  Cecilia felt dismay guilty relief 
5348,anger,people add/accept people fb know moan complete freaks
5349,fear,False Evidence Appearing Real
5351,joy,Girlfriend arriving overseas picking airport finally appeared customs came contact again
5352,sad,sure isHe turn  miserable 
5353,anger,woke up time school Cant fall asleep
5354,joy,burnt tongue morning toaster strudel
5357,anger,Cant believe Im going miss training session bloody bus broke
5359,fear,sippin thuggin level charts right now Patrons dawns whispering me #nohope
5360,joy,love
5361,joy,lots lots weeks care cos BLIMMIN CHRISTMAS BAAAAH
5362,joy,Meu hj tem ** dj e dj mayk ** Quem vai cola la hj 
5363,joy,day filled reading book English #shootme
5364,fear,im honest Im tired bein subtle
5365,joy,awake school starts hours
5366,joy,fall asleep work
5367,joy,Thacker overjoyed  played  switching charm 
5368,joy,“  waking 4 hours #loveduckhunting:)”/ em Lol good luck morning
5369,anger,annoyance missing fish turns relief realise snagged roots 
5370,sad,Aww  love people tell baby things havent
5371,joy,Spent Friday night writing debate paper genetic engineering that ACT morning
5373,anger,lOVE CONQUERz YU WAN NOT JUZ liK UNCONTROlAblE EMOTiON #lUV ((YUVE JUZ SERVEd))
5374,sad,people nice wish hug line visitation =
5375,joy,chief librarian surprised particularly overjoyed dragged rooftop sun terrace Harry s telephone 
5376,sad,sleepy theres sun today im working 8 hours *cry* #notfair
5377,joy,Coursework handed in  criminal coursework Black Mirror applications 
5378,joy,good friend wife vicar church came pews (I choir) shook hand time informal \greeting\ church service said words
5379,joy,bout die school doesnt end soon dont feel good im tired plus goto dance
5380,fear,nervous calculations weeks determine win lose political battles years 
5381,joy,Ugh SAT classes start tomorrow ya know decided first fulllength SAT test
5382,joy,omg em menos de 2 semanas agr que eu toquei gonna amazing Party night (88
5383,anger,cant true coldplay fan heard Mylo Xyloto Rush Blood Head X amp Y Viva La Vida ect
5384,joy,Jesus knows ur wired amp knows 2 motivate u accordingly ur strength Experience pleasure amp performance flows easy
5385,joy,#wikifarm finding … features #mediawiki … work predicted #singlesource farm fixing
5386,joy,Gma Inna Kitchen Working Hard lls
5387,joy,Christmas Joy Happy Becuse Decmber Time U Ready Christmas Muisc amp Christmas Joy im Happy
5388,joy,Oh boy spend day Daves
5389,joy,replied  endeavouring conceal excitement 
5390,fear,gone medical checkup UTH failed time C119 practical sessions 1400 hours academic year
5391,sad,cry  knows hard best friend flipping country
5392,sad,course like  nt d utterly miserable 
5393,joy,night shit hole
5394,sad,home girl sorry bust bubble  retweeting mean like
5397,anger,found new secret weapon swimming
5398,joy,Sipping glass red wine whilst listening Christmas carols w/ puppy Sophia  
5399,joy,children
5400,joy,observers exchanged amused glances wandered away trees 
5401,joy,Starbucks Espresso blend w/ caramel macchiato cream watching Lion King lt3
5402,fear,afraid Ill finish term
5403,joy,Took nap feeling good woke feeling worse :|
5404,fear,man knife grabbed threatened it holidays Monze
5405,joy,Yall shook 1000 dollar tab da bar    love cuz
5406,anger,  TRAFFIC WORST real got hit ends night
5407,joy,Expecting God tonight Come join 7201 quincy ave night service @ 7:30
5408,joy,thought ppl wanted twitter jail
5410,joy,Headed Grind day meetings
5411,joy,watching snow/sleet fall outside time second turbo session week  winter training yo
5412,joy,sustain u state contentment u it
5414,fear,quot  afraid tomorrow seen yesterday love today #lessquot
5415,sad,local library web site down cant book hold :(
5416,fear,moving graveyard 600 pm day griped fear told ghosts detain people moving night
5417,anger,sit sun hauling altogether enraged wished condition 
5420,sad,run thing wantand youre broke
5421,anger,ive bought brothers prezzie dont come ive wasted money real
